Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
214,36,22,29,237
97,18,93,5,281
233,37,70,25,242
88,46,63,1,141
156,50,77,21,27
255,17,22,43,194
98,1,41,38,174
173,36,75,11,257
204,27,82,29,204
246,12,45,2,243
49,12,73,6,117
283,38,33,37,68
72,40,92,44,170
128,29,91,47,124
255,15,76,18,262
66,48,74,35,88
80,47,25,40,211
160,0,48,19,100
181,12,37,11,297
89,14,58,25,178
20,31,89,49,219
240,34,19,36,193
190,2,3,19,166
16,12,37,25,53
164,30,42,5,31
106,3,32,15,21
10,3,16,12,266
300,46,22,41,43
42,46,73,4,9
273,12,31,34,181
160,17,29,29,52
5,28,98,18,85
43,37,64,10,152
58,4,35,46,242
121,43,71,15,60
223,40,46,6,240
240,21,23,27,16
201,49,50,48,5
86,36,28,22,48
266,12,58,3,24
259,12,29,21,98
114,27,0,2,153
297,49,41,36,230
207,47,85,45,225
29,34,24,44,25
227,43,83,27,110
215,29,70,31,40
147,27,26,29,238
289,34,19,49,18
108,16,18,16,9
227,28,43,49,79
216,6,50,48,254
220,3,1,8,14
33,28,28,15,150
235,42,43,14,9
102,28,82,43,285
149,3,56,23,256
75,0,91,48,274
251,28,33,6,39
44,14,75,44,283
61,20,22,39,158
167,11,94,13,201
139,30,81,4,158
214,32,6,37,172
255,31,92,0,8
120,31,37,37,47
98,38,16,50,261
57,38,82,9,245
289,1,33,1,53
116,38,92,10,201
143,6,40,30,81
295,1,65,25,167
123,2,42,44,136
281,30,39,12,68
115,37,42,1,279
231,19,54,12,106
0,17,80,19,284
98,34,42,47,130
148,44,38,44,284
11,5,79,1,215
295,44,67,20,85
155,39,63,1,107
62,31,82,42,99
298,44,84,42,250
86,1,31,23,82
162,1,2,2,249
3,35,74,26,199
128,20,81,21,214
60,12,62,37,279
64,16,85,37,275
178,21,68,50,56
299,7,92,30,296
109,39,1,50,126
98,14,29,25,113
95,34,66,30,91
262,48,16,34,115
209,37,57,38,244
289,14,37,29,118
293,1,49,4,267
37,14,92,6,75
2,19,46,24,233
11,41,11,0,10
275,10,99,4,97
244,49,85,40,11
188,14,12,12,181
99,16,53,3,127
137,3,75,30,56
19,7,88,35,256
44,33,55,40,52
160,30,79,18,228
142,48,13,37,172
185,30,51,24,244
75,6,38,5,52
196,40,0,15,68
133,42,57,27,243
264,21,47,18,262
280,28,91,16,72
230,25,66,40,103
11,8,57,29,224
44,29,52,50,160
74,18,55,46,295
109,17,37,8,131
127,12,44,44,55
152,50,41,22,14
59,36,8,8,185
149,18,53,23,189
89,43,49,20,96
189,24,97,30,74
39,2,85,9,93
213,33,50,8,24
127,9,87,25,88
113,14,6,39,265
296,7,3,47,215
264,12,0,45,8
173,35,1,46,190
97,31,24,20,10
151,20,66,28,101
288,4,3,29,181
256,37,39,34,296
146,38,15,19,203
218,15,71,1,0
11,21,61,48,37
74,0,99,34,294
253,48,68,32,267
161,30,33,37,192
24,49,13,10,6
272,19,95,17,104
87,46,57,18,40
187,10,22,13,161
94,34,27,7,187
242,18,84,3,39
255,44,9,29,199
117,6,91,32,139
124,18,37,18,108
91,10,98,3,137
27,25,0,30,107
169,12,75,37,52
91,35,2,24,299
174,15,17,16,45
142,47,78,50,2
68,26,3,37,287
235,24,56,50,189
256,47,39,31,280
67,10,74,35,65
81,19,87,0,259
242,39,77,33,76
38,16,51,24,107
33,14,13,15,52
227,31,56,41,267
59,32,78,6,103
228,23,84,14,123
199,50,20,36,124
158,26,28,11,74
201,0,96,38,109
96,28,15,3,148
151,31,94,3,183
286,31,49,2,215
48,21,53,3,8
254,12,71,39,204
265,16,24,26,213
13,0,40,12,130
212,36,87,27,10
227,2,57,22,136
89,23,32,4,29
267,6,39,4,289
270,38,81,43,227
157,32,97,31,231
244,40,36,42,281
199,28,2,24,18
228,44,66,45,194
67,13,87,20,258
205,29,54,41,126
173,0,97,19,271
235,20,87,4,254
134,41,92,31,43
139,48,6,47,54
293,9,37,25,115
275,40,8,19,234
288,30,20,6,287
125,13,61,2,211
162,15,27,23,120
29,12,82,5,62
35,47,8,41,198
22,24,84,9,116
160,33,48,23,7
204,44,16,50,40
60,46,65,40,78
278,37,39,15,231
67,23,100,30,170
154,4,81,27,269
194,31,80,32,290
176,24,9,17,260
117,25,80,35,102
94,43,41,13,214
195,41,87,4,87
5,3,49,35,135
52,9,24,0,227
16,33,47,10,141
120,30,39,5,196
64,46,60,50,194
30,5,38,34,137
25,32,19,13,132
300,9,48,34,85
222,50,50,19,175
214,1,65,26,205
218,3,80,41,35
164,27,60,10,192
21,44,64,39,212
75,10,2,43,239
236,48,80,8,248
135,6,6,41,76
164,35,10,50,162
120,45,72,41,279
118,7,93,11,47
205,45,69,46,183
175,33,78,42,122
61,32,90,41,174
243,49,17,1,134
91,19,78,4,22
218,22,48,5,188
252,30,35,24,74
243,45,55,1,111
229,42,90,36,25
82,32,21,37,241
106,34,60,48,193
177,38,44,25,4
154,43,80,30,227
251,19,61,10,233
214,38,77,38,54
91,35,64,40,268
122,33,100,43,190
182,48,18,4,162
48,35,47,46,189
258,31,9,7,243
84,14,2,48,254
157,38,24,18,58
211,32,56,21,176
265,3,65,7,105
198,12,45,7,107
194,38,100,46,23
87,8,93,2,77
12,50,58,43,202
266,15,86,23,219
70,2,88,12,149
121,12,85,27,59
153,46,49,22,123
23,47,11,5,70
30,31,55,34,67
81,35,100,34,145
109,33,25,18,167
4,35,55,11,83
125,29,88,18,178
82,50,53,12,133
13,2,67,44,118
249,10,45,4,270
125,6,19,23,180
94,30,21,15,123
45,16,89,0,251
210,12,87,30,173
270,41,33,11,145
254,20,59,27,243
70,11,47,6,185
207,41,49,7,225
130,21,73,24,86
31,36,99,2,136
233,41,16,39,51
85,15,98,22,238
52,30,91,22,79
154,2,74,49,19
127,33,85,21,259
293,6,5,13,77
3,22,90,38,265
216,24,52,19,87
217,42,7,45,253
25,11,58,11,122
96,17,25,12,92
9,28,26,13,62
62,41,62,47,161
195,31,49,49,133
148,11,40,13,10
1,25,61,22,117
183,38,10,17,118
76,38,71,47,52
222,12,60,23,296
45,7,26,14,196
129,50,23,47,49
283,11,93,25,53
268,4,61,30,53
151,45,53,18,49
95,32,9,27,171
119,30,90,49,101
252,29,52,6,293
123,5,40,48,293
199,10,32,16,205
200,39,81,19,197
76,37,83,49,276
62,19,53,32,196
98,20,22,25,249
175,43,40,21,251
249,26,41,35,248
289,18,16,41,112
47,13,35,37,32
173,34,77,44,64
255,30,35,27,100
245,21,25,35,261
266,4,60,45,216
179,45,96,24,228
288,33,23,50,207
50,10,59,2,289
102,24,30,30,59
49,30,98,41,59
76,37,63,36,24
81,41,37,44,90
171,14,47,1,69
107,19,17,18,97
101,30,31,43,183
118,45,63,46,173
86,39,72,50,62
76,28,44,13,292
232,39,22,13,198
161,34,57,44,184
31,34,7,36,72
180,41,25,44,108
202,2,2,45,34
114,18,73,32,181
245,0,63,13,16
173,28,79,7,257
117,26,9,6,256
267,2,44,31,190
206,39,81,20,89
215,8,49,10,156
72,48,68,5,196
65,43,40,12,35
288,17,24,4,32
117,46,6,0,157
261,26,10,22,189
105,31,80,32,145
219,12,95,0,164
226,41,35,14,178
136,4,58,41,70
249,6,16,2,54
92,21,83,50,192
292,25,14,22,222
13,34,74,3,220
87,46,16,25,128
194,45,76,44,180
92,16,49,14,177
268,32,81,9,264
292,29,85,42,250
117,48,94,5,78
146,22,42,0,76
265,43,58,38,252
226,30,87,35,51
25,0,51,11,25
266,22,60,22,88
209,50,81,37,155
183,16,66,35,75
5,18,45,47,28
18,39,25,22,99
195,39,14,7,3
38,31,2,2,37
128,5,51,33,112
124,8,67,43,107
17,11,26,12,255
219,16,89,6,248
240,42,4,10,170
266,39,20,19,115
188,23,10,24,205
253,49,1,47,110
281,18,84,46,261
268,24,94,14,226
91,22,52,11,171
49,34,99,5,110
129,20,87,0,244
209,20,12,41,264
142,21,17,2,60
124,1,82,40,190
218,46,56,6,47
208,32,42,15,76
223,48,36,32,142
244,2,82,17,256
12,8,0,15,33
194,30,72,47,200
260,42,81,30,200
293,2,67,2,106
180,49,75,29,46
202,24,95,45,15
85,19,82,5,208
74,19,33,28,181
211,28,91,7,66
229,38,38,3,276
231,11,99,42,91
271,20,44,13,39
214,20,14,5,94
28,20,36,36,60
225,30,11,0,145
146,49,38,5,269
249,22,87,36,159
93,24,16,28,2
94,12,94,29,257
224,43,15,43,80
187,4,14,1,93
220,12,65,14,121
131,13,85,17,175
36,38,55,46,158
209,8,50,41,158
173,14,57,46,34
231,16,23,18,105
60,28,85,5,20
6,32,33,30,90
186,11,82,38,215
291,22,83,36,188
172,16,45,14,251
219,17,28,17,161
182,31,62,48,20
239,12,69,47,261
300,14,87,22,82
75,8,82,33,286
202,25,49,37,81
262,12,55,15,220
108,27,62,8,204
224,10,14,50,185
261,14,1,44,99
293,48,55,31,6
165,31,9,45,203
183,24,21,38,177
272,30,92,46,194
184,12,51,28,224
21,26,42,30,105
205,25,72,9,264
239,29,47,19,141
290,33,37,46,262
279,17,57,7,38
7,30,2,37,186
134,32,72,3,238
267,38,63,18,93
145,13,6,48,32
171,49,80,6,0
100,2,55,32,29
57,30,92,26,202
285,7,23,43,247
228,28,92,2,27
296,22,100,31,85
102,24,28,37,245
23,23,98,23,157
207,2,16,36,289
18,2,9,29,184
62,19,18,32,132
12,15,91,50,271
68,22,39,3,37
73,1,6,35,59
282,34,54,15,244
55,1,88,48,186
108,47,94,47,72
218,9,2,17,183
125,36,49,13,88
18,32,47,28,148
216,13,8,21,8
14,34,25,17,70
247,34,3,31,71
229,33,46,9,114
58,17,21,32,89
283,43,63,20,253
2,8,76,7,165
125,18,85,29,274
139,34,91,21,57
25,45,41,39,192
0,30,51,11,87
143,27,78,50,78
254,43,100,6,167
155,18,49,29,232
9,43,32,9,52
13,36,50,15,135
165,18,34,2,188
27,16,50,28,279
288,38,76,29,280
89,41,42,14,8
205,35,25,49,116
296,34,9,28,38
179,14,23,11,1
140,21,39,38,54
251,39,13,46,120
54,9,67,4,88
225,42,42,7,81
255,12,92,32,274
201,38,28,18,38
238,7,51,39,82
27,42,85,14,133
102,46,0,4,23
50,48,35,25,223
283,41,33,10,201
292,14,42,3,156
157,20,60,19,136
43,42,74,25,152
18,25,5,27,11
32,6,99,45,94
175,38,17,42,117
245,41,10,29,182
32,18,71,0,233
125,14,39,31,81
240,48,93,24,50
227,9,14,3,41
244,18,60,38,251
39,40,92,17,273
279,2,7,36,274
294,13,5,25,116
39,33,79,38,234
113,11,31,39,161
32,33,14,0,238
24,31,92,12,28
123,31,25,47,81
96,24,44,13,27
76,25,0,16,253
142,12,21,7,239
209,30,8,50,33
252,17,12,16,112
31,20,13,32,39
182,23,48,4,287
83,42,78,31,282
189,6,54,30,279
16,32,76,7,40
113,33,22,7,249
47,8,44,12,52
31,15,3,19,18
92,40,11,13,101
148,46,32,11,83
216,39,63,8,232
7,2,32,0,162
184,47,29,44,107
167,16,25,43,299
245,45,2,4,44
76,14,90,10,175
172,37,22,48,45
25,6,7,10,104
282,25,20,13,224
122,41,94,30,87
64,2,83,35,175
69,34,82,33,229
133,35,19,4,288
36,22,14,22,44
169,21,77,21,166
127,42,91,3,29
296,13,92,19,200
207,49,67,44,276
275,50,82,39,103
72,27,10,12,30
112,11,84,37,1
29,28,80,23,278
140,32,37,19,256
6,4,64,49,28
182,9,82,10,79
3,15,19,13,156
151,32,75,46,224
295,22,2,13,22
95,36,73,25,247
209,50,17,0,227
41,44,90,17,255
7,16,30,49,217
291,40,43,10,237
277,28,22,18,96
213,45,11,12,278
277,19,88,34,269
91,7,41,34,49
297,8,38,36,227
102,36,61,18,26
172,31,80,32,107
150,27,35,40,268
179,14,60,17,253
91,46,49,28,287
121,26,41,8,201
235,21,3,21,229
105,45,82,44,68
195,12,85,1,121
98,31,9,20,36
242,1,98,35,12
213,28,40,26,108
69,40,0,37,266
236,21,36,11,164
121,10,21,14,12
68,8,97,4,232
209,34,99,19,298
276,36,3,30,6
134,49,60,35,21
67,20,65,44,213
262,6,76,19,213
207,44,95,48,28
113,36,54,2,132
272,37,49,28,34
115,36,22,30,164
207,42,21,47,111
292,50,35,49,73
243,28,68,2,225
15,30,94,6,151
97,4,87,45,265
115,42,70,49,233
208,30,70,37,205
98,21,96,41,118
220,6,16,6,296
167,0,10,6,21
103,27,79,6,289
77,14,2,38,170
14,31,10,46,277
259,38,33,22,110
226,50,90,36,1
119,24,27,26,198
60,15,46,17,249
115,42,13,22,275
3,47,63,33,46
226,36,1,17,249
149,3,38,43,19
108,44,51,8,145
143,33,80,22,222
250,29,96,38,105
273,14,63,39,193
205,30,76,19,218
175,31,54,14,230
1,29,61,39,70
189,24,77,41,278
45,11,86,43,173
150,44,32,42,93
113,30,17,24,156
107,40,66,40,25
282,33,94,26,157
218,16,82,31,40
156,29,17,28,90
161,7,42,50,68
180,32,42,30,88
178,24,60,50,280
47,19,29,12,185
221,19,64,18,36
208,48,42,15,75
164,50,66,50,277
170,46,81,9,174
218,20,78,1,18
150,49,96,12,233
268,39,84,26,71
180,24,62,1,48
43,3,62,20,78
7,43,76,6,260
72,7,26,7,184
4,0,78,2,257
10,8,44,49,128
224,21,92,11,125
4,34,66,40,268
94,3,86,20,44
230,32,90,6,93
8,21,79,9,181
199,19,91,48,275
59,47,0,11,249
17,43,2,32,32
176,11,55,38,48
3,13,51,14,235
297,13,35,6,125
255,9,1,17,222
5,39,2,27,110
294,43,93,39,82
91,22,69,21,130
28,11,23,26,144
182,8,94,31,218
9,30,40,16,217
263,25,24,6,165
204,24,7,47,71
51,40,7,41,79
289,43,94,10,25
181,28,30,39,88
286,14,0,9,165
135,34,81,45,249
74,14,81,23,66
121,43,26,21,297
96,31,12,49,126
242,34,27,49,186
200,14,4,48,132
296,19,49,46,57
53,48,58,5,4
150,39,51,26,218
234,38,63,7,160
31,50,51,22,244
160,22,66,25,174
90,9,63,15,262
172,45,82,26,9
288,37,52,44,92
131,2,81,14,279
17,13,61,38,172
2,40,1,39,179
5,12,78,28,286
20,0,26,43,273
203,29,93,46,192
177,15,75,32,37
90,38,20,45,298
233,2,88,4,201
208,22,0,31,206
98,30,7,26,125
218,18,72,15,79
91,35,40,34,21
72,50,97,4,27
244,47,78,24,14
81,38,18,2,15
14,46,80,4,66
257,37,14,14,249
251,17,1,14,150
227,12,5,4,117
243,46,17,41,230
154,14,56,32,53
107,36,73,19,220
113,32,19,42,125
70,8,74,31,277
37,36,36,17,128
191,28,86,34,150
236,37,59,33,117
200,13,7,0,134
74,13,79,6,218
189,46,9,36,18
43,31,78,32,196
95,33,77,45,245
69,47,40,38,138
42,15,82,24,23
52,15,64,6,205
195,46,100,27,294
251,47,23,0,13
75,5,39,36,53
60,16,59,25,283
75,20,83,0,61
60,23,20,0,296
281,35,96,12,28
11,7,33,50,285
300,37,82,25,257
60,19,71,5,60
242,28,15,45,240
257,18,85,26,271
93,22,11,23,85
114,16,13,13,245
175,36,38,5,54
121,45,34,33,111
30,1,87,50,226
46,16,52,38,89
202,32,93,42,131
274,24,91,45,209
298,41,78,27,160
114,23,3,27,170
87,10,82,17,140
8,40,72,24,38
278,24,65,25,0
21,49,4,6,195
222,21,38,15,255
166,14,44,42,277
299,44,96,9,284
228,3,47,49,182
253,22,67,10,226
251,9,60,21,274
114,45,29,36,292
176,26,100,45,121
242,43,45,16,169
170,45,31,17,151
16,8,73,27,137
84,29,88,37,191
181,7,91,22,94
145,39,68,45,72
236,25,53,18,67
39,12,89,21,21
122,34,29,49,62
37,45,56,2,0
110,8,95,17,86
113,6,69,32,15
271,22,80,11,296
234,28,69,38,123
87,0,23,32,168
64,40,89,38,181
136,14,57,38,254
154,44,41,45,226
270,17,93,7,280
244,47,53,6,124
250,9,62,35,45
129,23,63,25,119
136,37,64,13,243
258,34,57,14,14
190,42,2,12,194
3,47,15,43,276
87,50,51,35,114
27,22,77,20,52
31,33,64,8,155
62,32,100,9,40
240,44,25,40,111
296,27,40,18,147
249,19,21,18,33
179,48,7,32,153
140,26,18,46,231
176,3,6,1,4
60,14,8,13,242
156,38,88,13,13
94,1,13,16,111
283,48,68,33,22
84,46,66,14,248
191,49,9,43,259
85,20,33,12,291
89,19,8,24,22
78,23,60,50,64
218,21,53,24,195
148,16,44,13,249
249,30,36,31,166
264,30,12,45,253
8,6,14,17,294
209,46,98,36,101
216,27,33,37,44
228,18,37,10,191
3,33,93,50,281
293,21,38,13,200
217,31,97,45,105
135,7,91,15,83
192,31,32,14,237
287,26,11,28,298
84,0,19,39,232
127,7,83,43,294
279,12,72,42,237
52,40,89,29,212
184,44,80,7,79
276,10,49,24,42
136,38,55,29,229
142,21,33,18,84
116,19,96,4,287
290,26,24,19,73
132,45,13,4,296
141,49,3,0,14
258,31,61,33,133
268,46,13,41,95
299,24,59,14,294
48,50,25,20,285
291,20,54,37,247
17,24,32,48,179
244,18,2,37,187
195,19,44,2,42
193,41,3,21,56
292,26,54,42,223
276,11,43,30,126
27,27,89,20,292
40,26,36,29,201
278,40,88,45,2
48,44,30,37,87
300,0,27,46,129
119,28,83,41,34
271,46,67,15,258
77,7,39,10,24
98,34,77,47,13
269,4,83,35,188
72,42,54,31,285
117,22,63,5,254
131,18,94,11,13
289,5,70,31,32
133,4,39,50,227
85,33,46,17,37
145,3,47,31,144
135,24,85,14,51
58,41,0,22,158
298,6,92,8,98
64,3,20,12,34
200,7,54,5,172
243,33,42,6,32
9,39,49,42,282
117,44,85,37,116
214,41,57,46,264
39,40,98,20,149
236,14,99,46,239
108,50,19,13,182
176,2,65,43,185
33,43,62,38,44
194,24,2,13,187
275,22,24,28,114
243,8,72,8,199
162,28,42,29,74
253,6,60,25,97
179,32,79,23,294
127,48,99,28,229
138,48,12,45,56
137,22,77,49,127
191,39,100,41,27
298,23,81,44,277
257,41,22,43,231
122,38,19,46,295
178,7,21,33,39
149,39,82,10,70
241,43,20,26,287
260,45,77,44,228
293,12,8,1,192
284,40,11,19,18
115,23,61,26,134
155,39,8,21,112
277,18,3,36,17
267,32,74,31,256
154,39,8,41,64
67,23,11,16,66
129,32,12,28,7
258,14,81,48,88
296,40,78,21,252
117,40,61,15,41
104,25,21,30,96
12,28,42,13,16
77,33,50,9,32
248,1,72,0,233
23,26,17,5,117
22,35,83,15,287
237,48,89,39,91
188,33,27,20,245
169,10,68,47,112
255,8,52,27,215
43,23,26,11,87
273,27,87,8,144
252,35,31,7,94
143,46,47,18,257
206,39,67,41,137
224,18,3,7,253
164,39,22,20,42
188,15,25,9,104
265,14,82,19,6
193,3,20,45,221
82,4,85,40,74
83,10,19,23,41
30,4,69,16,108
191,50,8,8,43
122,16,56,17,89
181,28,81,49,240
288,8,33,11,174
94,30,58,19,176
207,38,65,15,295
111,21,13,33,74
278,4,5,25,161
218,11,71,20,168
190,3,100,11,203
169,4,35,10,176
45,37,91,25,251
15,11,29,9,193
98,0,76,2,247
54,2,49,28,247
30,25,21,21,256
236,17,80,29,200
278,33,78,28,5
37,23,10,37,94
287,5,87,45,55
157,19,35,3,79
99,28,40,6,108
254,42,80,27,292
282,26,89,17,96
13,28,46,30,258
298,32,70,17,70
81,31,16,43,293
6,46,35,50,50
282,7,49,44,270
159,35,81,30,158
213,36,89,8,51
135,1,61,11,249
46,28,68,2,269
85,43,37,0,151
203,40,37,36,252
40,16,56,3,115
180,14,14,4,18
7,17,18,27,62
240,20,15,19,61
0,1,59,8,26
29,33,22,26,22
228,3,76,30,140
268,14,68,35,183
122,19,41,47,158
10,11,12,13,133
51,19,67,10,262
209,28,68,40,247
52,9,91,0,5
177,22,22,40,206
147,28,30,23,24
146,37,46,43,192
235,50,92,25,247
198,47,69,26,74
200,16,35,16,19
70,47,96,11,52
197,11,23,0,234
71,46,70,21,258
109,30,28,39,43
261,12,75,36,284
198,24,79,36,284
100,11,81,8,179
159,3,84,41,193
225,41,63,35,5
27,41,64,29,200
183,21,7,37,222
280,40,12,21,232
79,34,95,28,167
255,12,85,24,150
241,21,42,9,82
44,44,31,33,243
264,21,15,32,225
32,25,43,4,109
45,21,33,1,20
55,16,95,18,132
153,24,100,33,83
0,16,5,37,9
205,34,29,22,117
63,44,12,29,47
245,23,71,11,194
254,11,62,10,33
75,36,17,25,175
158,21,85,44,20
297,5,50,19,300
220,37,14,17,32
259,11,63,49,80
146,9,16,36,206
7,29,48,37,249
201,12,93,31,177
285,23,66,5,284
193,47,29,48,248
119,21,60,31,280
102,45,51,42,154
22,36,53,2,23
63,13,40,1,192
282,20,78,33,260
151,44,37,42,58
221,14,72,39,257
153,7,66,50,283
31,10,64,19,237
104,6,98,28,286
217,42,67,12,227
5,3,8,25,90
296,34,65,30,219
158,36,18,28,176
6,40,94,43,85
274,37,32,38,248
239,46,47,12,275
138,43,39,22,202
151,5,85,18,101
132,29,77,11,128
169,41,53,41,174
81,30,78,17,103
211,26,4,44,104
297,13,20,20,16
261,14,96,49,283
187,0,19,0,32
37,13,54,49,228
171,47,10,17,91
15,14,68,13,193
151,28,7,5,0
20,24,50,3,9
109,10,21,43,214
95,4,29,7,186
283,32,59,37,105
52,32,24,42,170
155,9,76,31,219
43,41,17,8,120
89,27,79,42,298
230,5,24,18,22
46,29,27,14,16
170,37,22,16,65
74,38,13,44,202
51,16,92,44,247
297,14,95,20,89
246,20,63,17,188
289,8,95,31,21
15,46,75,33,47
258,24,45,1,141
288,17,24,45,272
244,0,33,25,16
217,33,2,20,133
145,31,88,12,108
183,47,92,0,214
259,26,27,17,202
286,39,30,27,46
163,7,25,3,38
165,3,74,9,26
231,3,69,44,197
191,23,15,22,119
89,12,66,7,196
8,45,4,1,99
19,33,92,42,142
109,49,8,15,201
192,34,91,15,275
174,25,51,40,278
48,47,50,48,144
98,30,79,28,112
287,25,45,46,187
16,37,52,50,230
118,41,66,1,53
84,22,10,11,5
107,41,59,30,12
143,48,10,40,115
81,20,8,32,175
77,45,16,35,218
275,1,96,15,198
147,39,27,20,11
155,10,77,33,105
264,26,13,8,22
288,24,23,20,280
298,2,79,28,84
202,41,97,14,89
202,34,43,34,147
194,33,44,12,246
122,45,44,50,79
133,48,51,6,283
236,8,95,25,212
138,41,88,32,153
124,40,98,34,104
230,0,81,45,47
225,6,28,3,159
289,36,34,39,68
262,3,34,19,269
216,9,13,17,295
71,32,27,17,106
144,31,8,17,147
172,46,30,13,93
6,22,42,19,45
129,22,78,10,155
288,14,48,42,213
74,46,11,37,95
141,12,70,7,240
253,46,51,1,40
117,36,44,25,75
38,37,70,47,231
216,49,40,16,134
267,45,93,7,235
299,6,86,15,237
55,37,32,16,246
124,2,5,19,232
189,40,37,42,67
276,12,45,14,197
71,9,59,21,200
225,50,59,44,276
226,16,16,25,101
167,28,98,45,190
91,29,1,31,189
133,10,75,24,75
199,42,24,33,259
236,10,68,6,174
28,48,38,30,136
176,18,61,44,35
176,5,46,25,212
10,37,79,2,48
139,0,64,20,199
20,12,64,6,136
103,46,2,50,253
25,43,52,47,291
125,13,80,10,82
217,49,2,43,224
115,29,18,49,266
5,30,88,10,245
293,39,92,3,130
21,2,16,50,151
246,43,22,17,51
167,40,46,41,189
47,32,31,22,59
88,9,53,30,20
88,37,67,34,196
114,2,43,18,42
87,36,19,28,115
192,33,83,8,30
201,29,56,19,151
238,33,71,42,77
104,14,39,20,98
30,6,87,1,156
280,36,97,13,161
171,0,16,3,283
207,31,53,38,152
135,22,27,44,41
263,3,12,43,118
287,10,71,9,188
150,26,23,12,259
230,42,55,42,85
20,30,37,1,159
239,31,49,11,270
168,7,20,27,102
142,2,64,20,131
250,39,94,48,12
15,24,0,20,94
277,12,54,6,107
118,26,93,4,279
140,20,79,48,85
271,42,61,25,290
239,47,19,45,196
64,22,71,46,233
281,18,99,10,26
85,39,36,28,215
246,44,9,41,263
79,18,22,33,182
134,2,51,5,285
289,42,49,5,77
61,47,72,48,41
228,3,58,28,123
131,31,25,6,160
50,19,64,39,102
281,20,93,37,81
186,7,92,28,57
163,16,52,25,95
39,2,63,30,165
300,45,71,8,278
95,36,49,42,39
8,41,31,4,138
234,10,92,49,6
60,30,17,15,107
68,35,53,42,130
93,1,80,11,71
86,8,45,3,182
232,38,33,11,46
0,42,72,43,178
267,44,76,26,108
18,0,54,28,138
241,21,44,48,222
166,2,79,2,162
231,30,4,25,148
118,7,95,25,114
116,9,67,10,48
47,30,31,33,119
220,46,47,10,276
47,10,90,46,232
153,20,21,10,264
279,27,27,21,143
139,17,19,27,162
271,2,53,29,2
49,15,4,2,70
120,16,21,8,248
96,28,1,16,35
89,6,75,23,30
103,10,62,36,194
220,49,68,29,41
168,21,65,34,12
160,13,73,30,53
138,13,32,10,273
154,14,16,17,41
25,23,97,10,270
87,17,66,7,265
18,40,29,37,93
157,32,54,29,253
71,21,60,22,75
179,30,7,14,52
270,38,59,43,238
40,33,66,28,298
260,47,14,34,269
49,20,71,47,124
168,49,83,12,120
183,43,42,8,132
14,12,22,45,132
146,17,94,12,75
113,41,75,50,169
122,23,87,11,182
189,20,75,31,296
145,22,11,31,167
93,18,54,14,161
265,13,7,9,194
91,6,28,3,294
31,33,21,31,176
222,13,64,40,217
154,7,81,2,111
5,12,94,42,82
174,12,60,36,297
23,1,70,48,116
142,42,73,10,160
13,24,31,26,37
168,13,66,47,172
178,25,41,42,75
93,27,11,18,47
54,31,43,14,148
157,37,90,48,251
19,41,41,15,208
149,49,29,22,174
8,0,75,39,98
251,23,96,28,182
205,2,66,37,43
9,8,31,15,200
239,47,17,25,222
118,35,97,21,46
124,12,36,41,209
108,40,54,40,116
172,12,63,3,124
37,32,2,11,125
146,49,43,29,79
96,17,41,35,272
289,10,68,28,87
173,5,100,5,169
77,21,100,26,300
157,1,37,41,266
47,34,100,1,189
189,22,58,38,282
135,32,9,35,166
158,13,61,34,141
80,11,49,30,49
56,9,28,21,147
80,31,19,30,144
155,35,88,37,127
131,31,23,40,279
28,2,67,27,12
59,28,24,34,264
85,27,23,9,166
42,2,41,11,271
279,1,69,36,50
181,28,28,6,176
163,49,66,41,10
112,21,87,3,213
12,36,24,17,92
146,22,50,26,197
281,34,97,26,102
235,35,59,21,226
139,8,35,31,183
106,32,53,38,54
65,2,54,0,267
252,1,80,20,109
23,28,60,48,181
83,4,93,35,184
288,8,35,25,288
119,6,1,5,192
250,14,29,45,193
241,10,77,10,27
246,46,42,44,172
256,1,19,31,57
120,31,100,38,254
168,14,11,29,4
150,6,31,26,87
154,14,57,23,75
246,6,57,28,122
293,35,34,44,77
295,18,13,18,201
45,13,100,0,155
286,46,51,13,243
181,37,28,22,236
213,43,87,17,135
199,37,21,13,280
164,3,62,39,270
63,14,12,35,5
166,31,46,25,180
183,45,40,43,103
193,36,60,31,126
41,20,25,29,244
78,14,98,26,260
97,44,18,41,265
214,35,89,31,72
45,40,83,31,154
300,14,23,20,59
181,31,49,49,50
284,8,86,31,57
147,30,87,6,164
38,47,13,6,211
197,42,26,32,122
76,23,4,31,178
204,33,96,31,70
279,28,90,13,201
2,45,65,37,236
82,9,24,36,77
14,2,55,22,163
242,0,77,42,274
99,18,24,0,261
71,49,43,5,50
189,19,57,19,90
283,1,82,7,131
283,26,84,26,67
205,42,8,39,40
67,42,79,50,261
251,16,71,6,41
45,32,75,42,202
261,25,56,4,183
124,45,84,17,197
34,4,92,44,142
17,40,3,31,91
47,25,87,43,201
54,16,55,9,221
271,14,40,4,106
257,49,23,37,149
90,15,41,27,55
190,1,86,48,104
279,45,76,45,95
248,35,23,32,116
184,24,48,22,293
203,15,47,38,134
152,42,33,23,133
292,40,42,45,71
182,35,6,36,161
45,16,2,0,120
160,22,60,35,264
271,15,77,24,78
2,26,68,33,83
165,31,29,42,198
107,45,88,42,112
47,13,23,38,248
137,32,6,17,100
249,44,22,47,34
43,9,64,28,54
